
File name,Above stego threshold?,Secret message size in bytes (ignore for clean files),Primary Sets,Chi Square,Sample Pairs,RS analysis,Fusion (mean)
b-g-s.jpg,false,30,4.8381550096953556E-4,0.007822685891627197,0.005860630776817794,0.004831074719270012,0.004749551722171135
n-g-s.jpg,false,48,0.0025807893479524954,0.006698813060110542,2.0889436003410693E-4,0.006418999929017261,0.003976874174278601
c-g-s.jpg,false,79,0.00937155192695155,0.0011037643065726968,0.009089806236030942,0.009667352505936103,0.007308118743872823
st-s.jpg,false,397,0.04030858898087992,0.002101589784495499,0.03271094858732115,0.02882903256175795,0.025987539978613628
se-s.jpg,false,46,0.003113818394563377,0.010204840717196925,0.0033163902470925116,0.0027586122881118175,0.004848415411741158
fo-g-s.jpg,false,21,0.003986122749405259,0.0036463149393699463,8.154489915177182E-4,0.0013785729275223421,0.0024566149019538165
fo-s.jpg,false,58,0.003114550571299372,0.008586150201498017,0.0037654043380900616,0.008715519710147241,0.006045406205258673
c-s.jpg,false,210,0.027499590751810767,0.001306200756038806,0.019989762705363876,0.021081188644655136,0.017469185714467147
se-g-s.jpg,false,45,0.003934306729172526,0.0012863074910090277,0.010426224807283994,0.004649025710919431,0.0050739661845962455
n-s.jpg,false,350,0.0,0.02181011404397575,0.03783367042786891,0.04476490914701185,0.026102173404714126
st-g-s.jpg,false,58,0.001950996609761639,6.053824419812688E-4,0.006146440648374912,0.007580935657454572,0.004070938839393098
r-g-s.jpg,false,67,0.012087648645258586,7.602781569047782E-4,0.008224095337544696,0.0033735160348915333,0.006111384543649899
p-s.jpg,false,41,0.008277458169092951,0.004728982031296533,0.0018434728903007826,0.0029345480634821106,0.004446115288543094
p-g-s.jpg,false,23,0.0064110968101823386,0.0025114598735661415,9.510924259313416E-4,8.926185249862727E-4,0.002691566908666524
r-s.jpg,false,303,0.0015586313297439862,0.08073725461776433,0.009990290790592056,0.010227479725533783,0.025628414115908542
b-s.jpg,false,19,0.0011983538123312826,0.0,0.005702774373034107,0.0044836712391453015,0.002846199856127673
