
File name,Above stego threshold?,Secret message size in bytes (ignore for clean files),Primary Sets,Chi Square,Sample Pairs,RS analysis,Fusion (mean)
b-g-s.jpg,false,15,8.802173104615182E-4,0.0,0.002237695230454463,0.006505075524387873,0.0024057470163259638
n-g-s.jpg,false,115,0.015970150786909044,0.015546530049117727,0.0034738357253835312,0.005541695253980406,0.010133052953847678
c-g-s.jpg,false,125,0.016388323309984482,0.0012999471230624162,0.014883406290176955,0.015992241200424702,0.01214097948091214
st-s.jpg,false,431,0.03800383385093925,0.0038497438967611325,0.03637662901956857,0.040384906410204535,0.02965377829436837
se-s.jpg,false,32,3.295761538200487E-4,0.008893921356127982,0.0010189126136670279,0.003789702319665843,0.0035080281108202257
fo-g-s.jpg,false,17,1.7187995413634044E-4,0.0016440976050689682,2.44830921428655E-4,0.00626576796201686,0.0020816441106627057
fo-s.jpg,false,72,0.013539965344572906,0.002961973310701644,0.006420795914391708,0.008221030505327047,0.007785941268748327
c-s.jpg,false,290,0.03656771720804813,0.0015074268736046496,0.028125440233897125,0.03450783197301712,0.025177104072141757
se-g-s.jpg,false,34,0.004152949573737433,0.002508398327469842,0.004030429510230839,0.005296928905978991,0.003997176579354276
n-s.jpg,false,626,0.026134365246323014,0.10432856250034217,0.024577329188426766,0.04183527868781786,0.04921888390572745
st-g-s.jpg,false,52,0.0037167424184523837,0.0013037262864047956,0.0027706833389686846,0.007653567810477319,0.0038611799635757957
r-g-s.jpg,false,88,0.02104643272577861,6.246685819923479E-4,0.005527364150693953,0.006790726811582959,0.008497298067511969
p-s.jpg,false,49,0.011131270369086807,0.006333966147829839,0.0021138468417411546,0.002445328263406386,0.005506102905516047
p-g-s.jpg,false,42,0.011573012694182408,0.003104687651433062,0.005701096119523327,6.164817655609194E-4,0.005248819557674929
r-s.jpg,false,242,0.024407081764901445,0.03300742788177492,0.014342777294667599,0.01420037436037018,0.021489415325428536
b-s.jpg,false,7,0.0019412573263136838,0.0,0.0013697920893072965,0.0013077419361039529,0.0011546978379312332
