Name,Size,Dimensions,Color,MSE,PSNR
b-g-s.jpg,27078.00 B,512X512,grayscale,0.017253875732421875,65.76193695073653
b-g.jpg,23177.00 B,512X512,grayscale,0.017253875732421875,65.76193695073653
b-s.jpg,19878.00 B,512X512,colourful,0.10610453287760417,57.87346423133584
b.jpg,21569.00 B,512X512,colourful,0.10610453287760417,57.87346423133584
c-g-s.jpg,44719.00 B,512X512,grayscale,0.019870758056640625,65.14865925386874
c-g.jpg,38918.00 B,512X512,grayscale,0.019870758056640625,65.14865925386874
c-s.jpg,35833.00 B,512X512,colourful,0.107696533203125,57.80878637467659
c.jpg,38343.00 B,512X512,colourful,0.107696533203125,57.80878637467659
fo-g-s.jpg,33778.00 B,512X512,grayscale,0.018894195556640625,65.36751954837116
fo-g.jpg,28985.00 B,512X512,grayscale,0.018894195556640625,65.36751954837116
fo-s.jpg,28754.00 B,512X512,colourful,0.15062332153320312,56.3518814047049
fo.jpg,30977.00 B,512X512,colourful,0.15062332153320312,56.3518814047049
n-g-s.jpg,49180.00 B,512X512,grayscale,0.019229888916015625,65.29103585381422
n-g.jpg,42337.00 B,512X512,grayscale,0.019229888916015625,65.29103585381422
n-s.jpg,39727.00 B,512X512,colourful,0.1103680928548177,57.702368228000864
n.jpg,42114.00 B,512X512,colourful,0.1103680928548177,57.702368228000864
p-g-s.jpg,33481.00 B,512X512,grayscale,0.01824951171875,65.51829111839217
p-g.jpg,28820.00 B,512X512,grayscale,0.01824951171875,65.51829111839217
p-s.jpg,27668.00 B,512X512,colourful,0.10073089599609375,58.09917663872983
p.jpg,30107.00 B,512X512,colourful,0.10073089599609375,58.09917663872983
r-g-s.jpg,44431.00 B,512X512,grayscale,0.018199920654296875,65.53010866260647
r-g.jpg,38225.00 B,512X512,grayscale,0.018199920654296875,65.53010866260647
r-s.jpg,35042.00 B,512X512,colourful,0.0815416971842448,59.0170061438359
r.jpg,37486.00 B,512X512,colourful,0.0815416971842448,59.0170061438359
se-g-s.jpg,35722.00 B,512X512,grayscale,0.01902008056640625,65.33868008651817
se-g.jpg,30648.00 B,512X512,grayscale,0.01902008056640625,65.33868008651817
se-s.jpg,28075.00 B,512X512,colourful,0.09383519490559895,58.40714600458363
se.jpg,30543.00 B,512X512,colourful,0.09383519490559895,58.40714600458363
st-g-s.jpg,58423.00 B,512X512,grayscale,0.021419525146484375,64.82270522222096
st-g.jpg,50011.00 B,512X512,grayscale,0.021419525146484375,64.82270522222096
st-s.jpg,45310.00 B,512X512,colourful,0.0880902608235677,58.681524649914856
st.jpg,47629.00 B,512X512,colourful,0.0880902608235677,58.681524649914856
