Name,Size,Dimensions,Color,MSE,PSNR
b-g-s.jpg,18782.00 B,512X512,grayscale,1.2103271484375,47.301775859583444
b-g.jpg,23177.00 B,512X512,grayscale,1.2103271484375,47.301775859583444
b-s.jpg,19413.00 B,512X512,colourful,1.8312123616536458,45.5034164947368
b.jpg,21569.00 B,512X512,colourful,1.8312123616536458,45.5034164947368
c-g-s.jpg,30819.00 B,512X512,grayscale,1.5482559204101562,46.23237611474824
c-g.jpg,38918.00 B,512X512,grayscale,1.5482559204101562,46.23237611474824
c-s.jpg,34436.00 B,512X512,colourful,2.944688161214193,43.44041050551104
c.jpg,38343.00 B,512X512,colourful,2.944688161214193,43.44041050551104
fo-g-s.jpg,23957.00 B,512X512,grayscale,1.2247276306152344,47.250408449617
fo-g.jpg,28985.00 B,512X512,grayscale,1.2247276306152344,47.250408449617
fo-s.jpg,27711.00 B,512X512,colourful,2.776203155517578,43.69629117351673
fo.jpg,30977.00 B,512X512,colourful,2.776203155517578,43.69629117351673
n-g-s.jpg,33938.00 B,512X512,grayscale,1.4142417907714844,46.62556694390936
n-g.jpg,42337.00 B,512X512,grayscale,1.4142417907714844,46.62556694390936
n-s.jpg,38134.00 B,512X512,colourful,2.956536610921224,43.42297099612062
n.jpg,42114.00 B,512X512,colourful,2.956536610921224,43.42297099612062
p-g-s.jpg,23941.00 B,512X512,grayscale,1.0991020202636719,47.72042354721783
p-g.jpg,28820.00 B,512X512,grayscale,1.0991020202636719,47.72042354721783
p-s.jpg,26679.00 B,512X512,colourful,2.1799392700195312,44.74635965915957
p.jpg,30107.00 B,512X512,colourful,2.1799392700195312,44.74635965915957
r-g-s.jpg,31061.00 B,512X512,grayscale,1.3288192749023438,46.89614441813633
r-g.jpg,38225.00 B,512X512,grayscale,1.3288192749023438,46.89614441813633
r-s.jpg,33689.00 B,512X512,colourful,2.3681119283040366,44.3867813549607
r.jpg,37486.00 B,512X512,colourful,2.3681119283040366,44.3867813549607
se-g-s.jpg,25186.00 B,512X512,grayscale,1.1696929931640625,47.45008472515616
se-g.jpg,30648.00 B,512X512,grayscale,1.1696929931640625,47.45008472515616
se-s.jpg,27113.00 B,512X512,colourful,2.1867332458496094,44.732845531029625
se.jpg,30543.00 B,512X512,colourful,2.1867332458496094,44.732845531029625
st-g-s.jpg,40373.00 B,512X512,grayscale,1.7810630798339844,45.62401059743418
st-g.jpg,50011.00 B,512X512,grayscale,1.7810630798339844,45.62401059743418
st-s.jpg,43571.00 B,512X512,colourful,2.8883209228515625,43.52434914601802
st.jpg,47629.00 B,512X512,colourful,2.8883209228515625,43.52434914601802
