Name,Size,Dimensions,Color,MSE,PSNR
b-g-s.jpg,19190.00 B,512X512,grayscale,0.81787109375,49.003955017988396
b-g.jpg,23177.00 B,512X512,grayscale,0.81787109375,49.003955017988396
b-s.jpg,19723.00 B,512X512,colourful,1.4838651021321614,46.41685939751408
b.jpg,21569.00 B,512X512,colourful,1.4838651021321614,46.41685939751408
c-g-s.jpg,32474.00 B,512X512,grayscale,0.8590888977050781,48.79042254329855
c-g.jpg,38918.00 B,512X512,grayscale,0.8590888977050781,48.79042254329855
c-s.jpg,36130.00 B,512X512,colourful,2.043603261311849,45.02683773782421
c.jpg,38343.00 B,512X512,colourful,2.043603261311849,45.02683773782421
fo-g-s.jpg,25144.00 B,512X512,grayscale,0.6955947875976562,49.70724041887519
fo-g.jpg,28985.00 B,512X512,grayscale,0.6955947875976562,49.70724041887519
fo-s.jpg,28997.00 B,512X512,colourful,2.173447926839193,44.759311213823736
fo.jpg,30977.00 B,512X512,colourful,2.173447926839193,44.759311213823736
n-g-s.jpg,35906.00 B,512X512,grayscale,0.7199897766113281,49.557540310933206
n-g.jpg,42337.00 B,512X512,grayscale,0.7199897766113281,49.557540310933206
n-s.jpg,40193.00 B,512X512,colourful,2.068073272705078,44.97514438937422
n.jpg,42114.00 B,512X512,colourful,2.068073272705078,44.97514438937422
p-g-s.jpg,25096.00 B,512X512,grayscale,0.5574073791503906,50.66907647113009
p-g.jpg,28820.00 B,512X512,grayscale,0.5574073791503906,50.66907647113009
p-s.jpg,27903.00 B,512X512,colourful,1.5383707682291667,46.26019341923878
p.jpg,30107.00 B,512X512,colourful,1.5383707682291667,46.26019341923878
r-g-s.jpg,32810.00 B,512X512,grayscale,0.6784629821777344,49.815542038972325
r-g.jpg,38225.00 B,512X512,grayscale,0.6784629821777344,49.815542038972325
r-s.jpg,35474.00 B,512X512,colourful,1.5970624287923176,46.09758467929115
r.jpg,37486.00 B,512X512,colourful,1.5970624287923176,46.09758467929115
se-g-s.jpg,26347.00 B,512X512,grayscale,0.6233634948730469,50.183389951365925
se-g.jpg,30648.00 B,512X512,grayscale,0.6233634948730469,50.183389951365925
se-s.jpg,28283.00 B,512X512,colourful,1.4043490091959636,46.65605308678164
se.jpg,30543.00 B,512X512,colourful,1.4043490091959636,46.65605308678164
st-g-s.jpg,42654.00 B,512X512,grayscale,1.0816230773925781,47.790044161115716
st-g.jpg,50011.00 B,512X512,grayscale,1.0816230773925781,47.790044161115716
st-s.jpg,45838.00 B,512X512,colourful,1.94488525390625,45.24186377347762
st.jpg,47629.00 B,512X512,colourful,1.94488525390625,45.24186377347762
