Name,Size,Dimensions,Color,MSE,PSNR
b-g-s.jpg,18703.00 B,512X512,grayscale,0.6155509948730469,50.23816323300694
b-g.jpg,23177.00 B,512X512,grayscale,0.6155509948730469,50.23816323300694
b-s.jpg,19309.00 B,512X512,colourful,0.9756800333658854,48.23772943330808
b.jpg,21569.00 B,512X512,colourful,0.9756800333658854,48.23772943330808
c-g-s.jpg,30758.00 B,512X512,grayscale,0.8765411376953125,48.70308057717245
c-g.jpg,38918.00 B,512X512,grayscale,0.8765411376953125,48.70308057717245
c-s.jpg,34397.00 B,512X512,colourful,2.0299339294433594,45.05598458198604
c.jpg,38343.00 B,512X512,colourful,2.0299339294433594,45.05598458198604
fo-g-s.jpg,23922.00 B,512X512,grayscale,0.6466560363769531,50.024070249059704
fo-g.jpg,28985.00 B,512X512,grayscale,0.6466560363769531,50.024070249059704
fo-s.jpg,27648.00 B,512X512,colourful,1.6900126139322917,45.85190414750837
fo.jpg,30977.00 B,512X512,colourful,1.6900126139322917,45.85190414750837
n-g-s.jpg,33913.00 B,512X512,grayscale,0.9152183532714844,48.515556402356026
n-g.jpg,42337.00 B,512X512,grayscale,0.9152183532714844,48.515556402356026
n-s.jpg,38113.00 B,512X512,colourful,2.1475435892740884,44.81138373282402
n.jpg,42114.00 B,512X512,colourful,2.1475435892740884,44.81138373282402
p-g-s.jpg,23926.00 B,512X512,grayscale,0.5966758728027344,50.373418838089364
p-g.jpg,28820.00 B,512X512,grayscale,0.5966758728027344,50.373418838089364
p-s.jpg,26646.00 B,512X512,colourful,1.3601481119791667,46.79494157855878
p.jpg,30107.00 B,512X512,colourful,1.3601481119791667,46.79494157855878
r-g-s.jpg,31047.00 B,512X512,grayscale,0.8368759155273438,48.90419291401139
r-g.jpg,38225.00 B,512X512,grayscale,0.8368759155273438,48.90419291401139
r-s.jpg,33651.00 B,512X512,colourful,1.5924491882324219,46.110147770801966
r.jpg,37486.00 B,512X512,colourful,1.5924491882324219,46.110147770801966
se-g-s.jpg,25152.00 B,512X512,grayscale,0.662384033203125,49.91970505652909
se-g.jpg,30648.00 B,512X512,grayscale,0.662384033203125,49.91970505652909
se-s.jpg,27078.00 B,512X512,colourful,1.4300511678059895,46.577287838935945
se.jpg,30543.00 B,512X512,colourful,1.4300511678059895,46.577287838935945
st-g-s.jpg,40344.00 B,512X512,grayscale,1.0975837707519531,47.72642684084116
st-g.jpg,50011.00 B,512X512,grayscale,1.0975837707519531,47.72642684084116
st-s.jpg,43544.00 B,512X512,colourful,2.042560577392578,45.02905415351488
st.jpg,47629.00 B,512X512,colourful,2.042560577392578,45.02905415351488
